Unnamed: 0,Periods,AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,datetime,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.322958983918477,0.0,2019-01-01 00:15:00.000,8,4,1030,5,7,76,0,0,0,2.322958983918477
1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.371797342050958,0.0,2019-01-01 00:30:00.000,8,4,1030,3,6,76,0,0,0,2.371797342050958
2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.415960995878566,0.0,2019-01-01 00:45:00.000,8,4,1030,4,6,78,0,0,0,2.415960995878566
3,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302537907218246,0.0,2019-01-01 01:00:00.000,8,4,1030,3,6,78,0,0,0,2.302537907218246
4,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.363063026112907,0.0,2019-01-01 01:15:00.000,8,4,1030,2,8,78,0,0,0,2.363063026112907
5,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.334030652008964,0.0,2019-01-01 01:30:00.000,7,4,1030,3,4,78,0,0,0,2.334030652008964
6,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.299585462394116,0.0,2019-01-01 01:45:00.000,7,4,1030,4,8,80,0,0,0,2.299585462394116
7,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.316069945995507,0.0,2019-01-01 02:00:00.000,7,4,1030,3,7,81,0,0,0,2.316069945995507
8,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.341042708466273,0.0,2019-01-01 02:15:00.000,7,4,1030,4,14,81,0,0,0,2.341042708466273
9,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.40292103123866,0.0,2019-01-01 02:30:00.000,7,4,1030,4,9,81,0,0,0,2.40292103123866
10,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.342395912343999,0.0,2019-01-01 02:45:00.000,6,3,1031,4,10,82,0,0,0,2.342395912343999
