Unnamed: 0,Periods,AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,Power_Demand
0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.231520726019236,0,1.231520726019236
1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.231520726019236,0,1.231520726019236
2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.295662430499405,0,1.295662430499405
3,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.295662430499405,0,1.295662430499405
4,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.296273020390034,0,2.296273020390034
5,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.296273020390034,0,2.296273020390034
6,7,0,0,0,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.7440437719699554,0,0.7440437719699554
7,8,0,0,0,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.14,0.7440437719699554,0,0.7440437719699554
8,9,0,0,0,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.14,0.7697004537620227,0,0.7697004537620227
9,10,0,0,0,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.7697004537620227,0,0.7697004537620227
10,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090408976162866,0,1.090408976162866
11,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090408976162866,0,1.090408976162866
12,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.6414170448016857,0,0.6414170448016857
13,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6414170448016857,0,0.6414170448016857
14,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987782248994596,0,0.987782248994596
15,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.987782248994596,0,0.987782248994596
16,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.423945839459742,0,1.423945839459742
17,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.423945839459742,0,1.423945839459742
18,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.039095612578731,0,1.039095612578731
19,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.039095612578731,0,1.039095612578731
20,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749539080985622,0,0.9749539080985622
21,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749539080985622,0,0.9749539080985622
22,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718387090177888,0,0.718387090177888
23,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.718387090177888,0,0.718387090177888
24,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5901036812175507,0,0.5901036812175507
25,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5901036812175507,0,0.5901036812175507
26,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44960252125181,0,1.44960252125181
27,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44960252125181,0,1.44960252125181
28,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.423945839459742,0,1.423945839459742
29,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.423945839459742,0,1.423945839459742
30,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.15357272727272,0.0,0.0,0.0,1.565057589316113,0,1.565057589316113
31,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.565057589316113,0,1.565057589316113
32,33,0,0,0,0,0.0,0.91332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.783139384548686,0,1.783139384548686
33,34,0,0,0,0,0.0,1.41920666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.783139384548686,0,1.783139384548686
34,35,0,0,0,0,0.0,0.13102,0.592643749999999,0.0,0.0,0.0,0.0,0.0,0.0,1.462430862147843,0,1.462430862147843
35,36,0,0,0,0,0.0,0.126913333333333,1.2174375,0.0,0.0,0.0,0.0,0.0,0.0,1.462430862147843,0,1.462430862147843
36,37,0,0,0,0,0.0,0.119746666666666,1.15278125,0.0,0.0,0.0,0.0,0.0,0.0,1.500915884835945,0,1.500915884835945
37,38,0,0,0,0,0.0,0.257466666666666,1.09551874999999,0.0,0.0,0.0,0.0,0.0,0.14,1.500915884835945,0,1.500915884835945
38,39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.231520726019236,0,1.231520726019236
39,40,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.231520726019236,0,1.231520726019236
40,41,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5516186585294496,0,0.5516186585294496
41,42,0,0,0,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.14,0.5516186585294496,0,0.5516186585294496
42,43,0,0,0,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,1.013438930786663,0,1.013438930786663
43,44,0,0,0,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0,1.013438930786663,0,1.013438930786663
44,45,0,0,0,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,0.5516186585294496,0,0.5516186585294496
45,46,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5516186585294496,0,0.5516186585294496
46,47,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6157603630096182,0,0.6157603630096182
47,48,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6157603630096182,0,0.6157603630096182
48,49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.7825287946580565,0,0.7825287946580565
49,50,0,0,0,0,0.0,0.0,0.0,0.0,0.0321923076923076,0.0,0.0,0.0,0.0,0.7825287946580565,0,0.7825287946580565
50,51,0,0,0,0,0.0,0.0,0.0,0.0,0.0328692307692307,0.0,0.0,0.0,0.0,0.179596772544472,0,0.179596772544472
