Unnamed: 0,Periods,AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,datetime,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544607493639792,0.0,2019-01-01 00:15:00.000,8,4,1030,5,7,76,0,0,0,1.544607493639792
1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544607493639792,0.0,2019-01-01 00:30:00.000,8,4,1030,3,6,76,0,0,0,1.544607493639792
2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.319879764032363,0.0,2019-01-01 00:45:00.000,8,4,1030,4,6,78,0,0,0,1.319879764032363
3,4,0,0,0,0,0.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.14,1.319879764032363,0.0,2019-01-01 01:00:00.000,8,4,1030,3,6,78,0,0,0,1.319879764032363
4,5,0,0,0,0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.9131542252358196,0.0,2019-01-01 01:15:00.000,8,4,1030,2,8,78,0,0,0,0.9131542252358196
5,6,0,0,0,0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.9131542252358196,0.0,2019-01-01 01:30:00.000,7,4,1030,3,4,78,0,0,0,0.9131542252358196
6,7,0,0,0,0,0.0,0.0,0.0,0.351,0.0,0.0,0.0,0.0,0.14,0.9970314764273248,0.0,2019-01-01 01:45:00.000,7,4,1030,4,8,80,0,0,0,0.9970314764273248
7,8,0,0,0,0,0.0,0.0,0.0,0.796,0.0,0.0,0.0,0.0,0.14,0.9970314764273248,0.0,2019-01-01 02:00:00.000,7,4,1030,3,7,81,0,0,0,0.9970314764273248
8,9,0,0,0,0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,1.074578369038339,0.0,2019-01-01 02:15:00.000,7,4,1030,4,14,81,0,0,0,1.074578369038339
9,10,0,0,0,0,0.0,0.0,0.0,0.482,0.0,0.0,0.0,0.0,0.0,1.074578369038339,0.0,2019-01-01 02:30:00.000,7,4,1030,4,9,81,0,0,0,1.074578369038339
10,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080112760843989,0.0,2019-01-01 02:45:00.000,6,3,1031,4,10,82,0,0,0,0.5080112760843989
11,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5080112760843989,0.0,2019-01-01 03:00:00.000,6,3,1030,4,7,82,0,0,0,0.5080112760843989
