Unnamed: 0,Periods,AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,datetime,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0,1,0,0,0,0,0.0,0.0,0.0,0.658,0.0,0.0,0.0,0.0,0.0,2.677445367083165,0.0,2019-01-01 00:15:00.000,8,4,1030,5,7,76,0,0,0,2.677445367083165
1,2,0,0,0,0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,2.733736518422043,0.0,2019-01-01 00:30:00.000,8,4,1030,3,6,76,0,0,0,2.733736518422043
2,3,0,0,0,0,0.0,0.0,0.0,0.557,0.0,0.0,0.0,0.0,0.0,2.784639599859466,0.0,2019-01-01 00:45:00.000,8,4,1030,4,6,78,0,0,0,2.784639599859466
3,4,0,0,0,0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,2.653908009092603,0.0,2019-01-01 01:00:00.000,8,4,1030,3,6,78,0,0,0,2.653908009092603
4,5,0,0,0,0,0.0,0.0,0.0,1.016,0.0,0.0,0.0,0.0,0.0,2.723669335185115,0.0,2019-01-01 01:15:00.000,8,4,1030,2,8,78,0,0,0,2.723669335185115
5,6,0,0,0,0,0.0,0.0,0.0,0.793,0.0,0.0,0.0,0.0,0.0,2.69020658527082,0.0,2019-01-01 01:30:00.000,7,4,1030,3,4,78,0,0,0,2.69020658527082
6,7,0,0,0,0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,2.650505017575894,0.0,2019-01-01 01:45:00.000,7,4,1030,4,8,80,0,0,0,2.650505017575894
7,8,0,0,0,0,0.0,0.0,0.0,0.418,0.0,0.0,0.0,0.0,0.0,2.66950505354418,0.0,2019-01-01 02:00:00.000,7,4,1030,3,7,81,0,0,0,2.66950505354418
8,9,0,0,0,0,0.0,0.0,0.0,0.397,0.0,0.0,0.0,0.0,0.0,2.698288690123003,0.0,2019-01-01 02:15:00.000,7,4,1030,4,14,81,0,0,0,2.698288690123003
9,10,0,0,0,0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.14,2.769609720660672,0.0,2019-01-01 02:30:00.000,7,4,1030,4,9,81,0,0,0,2.769609720660672
10,11,0,0,0,0,0.0,0.0,0.0,0.469,0.0,0.0,0.0,0.0,0.0,2.69984839456816,0.0,2019-01-01 02:45:00.000,6,3,1031,4,10,82,0,0,0,2.69984839456816
11,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.816826227954995,0.0,2019-01-01 03:00:00.000,6,3,1030,4,7,82,0,0,0,2.816826227954995
12,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.773721668743362,0.0,2019-01-01 03:15:00.000,6,3,1030,3,8,82,0,0,0,2.773721668743362
13,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.741676831961028,0.0,2019-01-01 03:30:00.000,6,3,1030,5,6,82,0,0,0,2.741676831961028
14,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.695452863859078,0.0,2019-01-01 03:45:00.000,6,3,1030,3,8,81,0,0,0,2.695452863859078
15,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.600736266644041,0.0,2019-01-01 04:00:00.000,6,3,1030,3,6,81,0,0,0,2.600736266644041
16,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.648945313130736,0.0,2019-01-01 04:15:00.000,6,3,1030,3,5,81,0,0,0,2.648945313130736
17,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.593221327044644,0.0,2019-01-01 04:30:00.000,6,3,1030,4,10,82,0,0,0,2.593221327044644
18,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.592795953105056,0.0,2019-01-01 04:45:00.000,6,3,1030,4,6,82,0,0,0,2.592795953105056
19,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.696161820425059,0.0,2019-01-01 05:00:00.000,6,3,1030,5,7,82,0,0,0,2.696161820425059
20,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.6207288418047,0.0,2019-01-01 05:15:00.000,6,3,1030,4,8,82,0,0,0,2.6207288418047
21,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.724661874377489,0.0,2019-01-01 05:30:00.000,6,3,1030,5,9,82,0,0,0,2.724661874377489
22,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.642422912723713,0.0,2019-01-01 05:45:00.000,5,3,1030,4,10,82,0,0,0,2.642422912723713
23,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.545437654497537,0.0,2019-01-01 06:00:00.000,5,3,1030,4,9,83,0,0,0,2.545437654497537
24,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.671631923242123,0.0,2019-01-01 06:15:00.000,5,3,1030,4,11,83,0,0,0,2.671631923242123
