Unnamed: 0,Periods,AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,datetime,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0,1,0,0,0,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,2.686247529003368,0.0,2019-01-01 00:15:00.000,8,4,1030,5,7,76,0,0,0,2.686247529003368
1,2,0,0,0,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,2.686247529003368,0.0,2019-01-01 00:30:00.000,8,4,1030,3,6,76,0,0,0,2.686247529003368
2,3,0,0,0,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0,2.295420531955747,0.0,2019-01-01 00:45:00.000,8,4,1030,4,6,78,0,0,0,2.295420531955747
3,4,0,0,0,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.0,2.295420531955747,0.0,2019-01-01 01:00:00.000,8,4,1030,3,6,78,0,0,0,2.295420531955747
4,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588078713355475,0.0,2019-01-01 01:15:00.000,8,4,1030,2,8,78,0,0,0,1.588078713355475
5,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.588078713355475,0.0,2019-01-01 01:30:00.000,7,4,1030,3,4,78,0,0,0,1.588078713355475
6,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.733950761549305,0.0,2019-01-01 01:45:00.000,7,4,1030,4,8,80,0,0,0,1.733950761549305
7,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.733950761549305,0.0,2019-01-01 02:00:00.000,7,4,1030,3,7,81,0,0,0,1.733950761549305
8,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.868813598558696,0.0,2019-01-01 02:15:00.000,7,4,1030,4,14,81,0,0,0,1.868813598558696
9,10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.868813598558696,0.0,2019-01-01 02:30:00.000,7,4,1030,4,9,81,0,0,0,1.868813598558696
10,11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834891975513128,0.0,2019-01-01 02:45:00.000,6,3,1031,4,10,82,0,0,0,0.8834891975513128
11,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834891975513128,0.0,2019-01-01 03:00:00.000,6,3,1030,4,7,82,0,0,0,0.8834891975513128
12,13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7706447829108025,0.0,2019-01-01 03:15:00.000,6,3,1030,3,8,82,0,0,0,0.7706447829108025
13,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.7706447829108025,0.0,2019-01-01 03:30:00.000,6,3,1030,5,6,82,0,0,0,0.7706447829108025
14,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559651648142219,0.0,2019-01-01 03:45:00.000,6,3,1030,3,8,81,0,0,0,0.5559651648142219
15,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5559651648142219,0.0,2019-01-01 04:00:00.000,6,3,1030,3,6,81,0,0,0,0.5559651648142219
16,17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5146806228725717,0.0,2019-01-01 04:15:00.000,6,3,1030,3,5,81,0,0,0,0.5146806228725717
17,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5146806228725717,0.0,2019-01-01 04:30:00.000,6,3,1030,4,10,82,0,0,0,0.5146806228725717
18,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5146806228725717,0.0,2019-01-01 04:45:00.000,6,3,1030,4,6,82,0,0,0,0.5146806228725717
19,20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.5146806228725717,0.0,2019-01-01 05:00:00.000,6,3,1030,5,7,82,0,0,0,0.5146806228725717
20,21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.3990839054359512,0.0,2019-01-01 05:15:00.000,6,3,1030,4,8,82,0,0,0,0.3990839054359512
21,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3990839054359512,0.0,2019-01-01 05:30:00.000,6,3,1030,5,9,82,0,0,0,0.3990839054359512
22,23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4513776585620414,0.0,2019-01-01 05:45:00.000,5,3,1030,4,10,82,0,0,0,0.4513776585620414
23,24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4513776585620414,0.0,2019-01-01 06:00:00.000,5,3,1030,4,9,83,0,0,0,0.4513776585620414
24,25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.2862394907954409,0.0,2019-01-01 06:15:00.000,5,3,1030,4,11,83,0,0,0,0.2862394907954409
25,26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2862394907954409,0.0,2019-01-01 06:30:00.000,5,2,1031,3,6,83,0,0,0,0.2862394907954409
26,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924773739492963,0.0,2019-01-01 06:45:00.000,5,2,1031,5,7,84,0,0,0,0.924773739492963
27,28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924773739492963,0.0,2019-01-01 07:00:00.000,5,2,1031,4,10,84,0,0,0,0.924773739492963
28,29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4706437781348116,0.0,2019-01-01 07:15:00.000,5,2,1031,5,11,83,0,0,0,0.4706437781348116
29,30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4706437781348116,0.0,2019-01-01 07:30:00.000,5,2,1031,5,9,84,0,0,0,0.4706437781348116
30,31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4541299613581515,0.0,2019-01-01 07:45:00.000,5,2,1031,5,10,84,0,0,0,0.4541299613581515
31,32,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4541299613581515,0.0,2019-01-01 08:00:00.000,5,2,1031,5,10,84,0,0,1,0.4541299613581515
32,33,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944974039597619,0.0,2019-01-01 08:15:00.000,5,2,1031,3,9,84,0,0,9,0.5944974039597619
33,34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944974039597619,0.0,2019-01-01 08:30:00.000,5,2,1032,4,8,84,0,0,19,0.5944974039597619
34,35,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6880756990275021,0.0,2019-01-01 08:45:00.000,5,3,1032,6,9,83,0,0,40,0.6880756990275021
35,36,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6880756990275021,0.0,2019-01-01 09:00:00.000,6,3,1032,5,11,82,0,0,73,0.6880756990275021
36,37,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018372130080521,0.0,2019-01-01 09:15:00.000,6,3,1032,3,8,81,0,0,112,0.7018372130080521
37,38,0,0,0,0,0.0,0.0,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.7018372130080521,0.0,2019-01-01 09:30:00.000,7,3,1032,3,6,79,0,0,155,0.7018372130080521
38,39,0,0,0,0,0.0,0.0,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.4513776585620414,0.0,2019-01-01 09:45:00.000,7,3,1032,1,6,76,0,0,196,0.4513776585620414
39,40,0,0,0,0,0.0,0.0,0.0,0.373,0.0,0.0,0.0,0.0,0.0,0.4513776585620414,0.0,2019-01-01 10:00:00.000,8,4,1032,3,8,75,0,0,230,0.4513776585620414
40,41,0,0,0,0,0.0,0.0,0.0,0.079,0.0,0.0,0.0,0.0,0.14,0.4789006865231414,0.0,2019-01-01 10:15:00.000,8,4,1032,4,6,74,0,0,262,0.4789006865231414
41,42,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789006865231414,0.0,2019-01-01 10:30:00.000,9,4,1032,4,10,72,0,0,291,0.4789006865231414
42,43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497252721083844,0.0,2019-01-01 10:45:00.000,9,4,1033,3,8,71,0,0,316,1.497252721083844
43,44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.497252721083844,0.0,2019-01-01 11:00:00.000,10,5,1032,2,6,70,0,0,337,1.497252721083844
44,45,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.9522967674540628,0.0,2019-01-01 11:15:00.000,10,5,1032,3,6,68,0,0,357,0.9522967674540628
