Unnamed: 0,Periods,AC1,AC2,AC3,AC4,Dish washer,Washing Machine,Dryer,Water heater,TV,Microwave,Kettle,Lighting,Refrigerator,Consumption_Total,Generation_Total,datetime,TemperatureC,DewpointC,PressurehPa,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,dailyrainMM,SolarRadiationWatts_m2,Power_Demand
0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3585249549461553,0.0,2019-01-01 00:15:00.000,8,4,1030,5,7,76,0,0,0,0.3585249549461553
1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3585249549461553,0.0,2019-01-01 00:30:00.000,8,4,1030,3,6,76,0,0,0,0.3585249549461553
2,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3771981296829343,0.0,2019-01-01 00:45:00.000,8,4,1030,4,6,78,0,0,0,0.3771981296829343
3,4,0,0,0,0,0,0.0,0.0,0.377,0.0,0.0,0,0.0,0.0,0.3771981296829343,0.0,2019-01-01 01:00:00.000,8,4,1030,3,6,78,0,0,0,0.3771981296829343
4,5,0,0,0,0,0,0.0,0.0,0.387,0.0,0.0,0,0.0,0.0,0.6684996555766854,0.0,2019-01-01 01:15:00.000,8,4,1030,2,8,78,0,0,0,0.6684996555766854
5,6,0,0,0,0,0,0.0,0.0,0.456,0.0,0.0,0,0.0,0.0,0.6684996555766854,0.0,2019-01-01 01:30:00.000,7,4,1030,3,4,78,0,0,0,0.6684996555766854
6,7,0,0,0,0,0,0.0,0.0,0.059,0.0,0.0,0,0.0,0.0,0.2166088269466355,0.0,2019-01-01 01:45:00.000,7,4,1030,4,8,80,0,0,0,0.2166088269466355
7,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.2166088269466355,0.0,2019-01-01 02:00:00.000,7,4,1030,3,7,81,0,0,0,0.2166088269466355
8,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2240780968413471,0.0,2019-01-01 02:15:00.000,7,4,1030,4,14,81,0,0,0,0.2240780968413471
9,10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2240780968413471,0.0,2019-01-01 02:30:00.000,7,4,1030,4,9,81,0,0,0,0.2240780968413471
10,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.3174439705252417,0.0,2019-01-01 02:45:00.000,6,3,1031,4,10,82,0,0,0,0.3174439705252417
11,12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.3174439705252417,0.0,2019-01-01 03:00:00.000,6,3,1030,4,7,82,0,0,0,0.3174439705252417
12,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1867317473677892,0.0,2019-01-01 03:15:00.000,6,3,1030,3,8,82,0,0,0,0.1867317473677892
13,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1867317473677892,0.0,2019-01-01 03:30:00.000,6,3,1030,5,6,82,0,0,0,0.1867317473677892
14,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2875668909463954,0.0,2019-01-01 03:45:00.000,6,3,1030,3,8,81,0,0,0,0.2875668909463954
15,16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.2875668909463954,0.0,2019-01-01 04:00:00.000,6,3,1030,3,6,81,0,0,0,0.2875668909463954
16,17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4145444791564921,0.0,2019-01-01 04:15:00.000,6,3,1030,3,5,81,0,0,0,0.4145444791564921
17,18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4145444791564921,0.0,2019-01-01 04:30:00.000,6,3,1030,4,10,82,0,0,0,0.4145444791564921
18,19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.3025054307358185,0.0,2019-01-01 04:45:00.000,6,3,1030,4,6,82,0,0,0,0.3025054307358185
19,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3025054307358185,0.0,2019-01-01 05:00:00.000,6,3,1030,5,7,82,0,0,0,0.3025054307358185
